id,quantity,author,title,publisher,category_id
346,348,C.S. Lewis,"Prince Caspian (Chronicles of Narnia, #2)",Simon & Schuster,9
347,77,E. Lockhart,We Were Liars,Wiley,7
348,211,Stephen King,'Salem's Lot,Pearson,5
349,98,"Hunter S. Thompson, Ralph Steadman",Fear and Loathing in Las Vegas,Wiley,1
350,99,Cassandra Clare,"Clockwork Prince (The Infernal Devices, #2)",Wiley,10
351,29,Amy Poehler,Yes Please,Penguin Random House,12
352,1053,William Shakespeare,Othello,Springer,8
353,153,Toni Morrison,Beloved,Penguin Random House,1
354,87,Kristin Cashore,"Graceling (Graceling Realm, #1)",Simon & Schuster,2
355,126,"Lemony Snicket, Brett Helquist","The Bad Beginning (A Series of Unfortunate Events, #1)",Macmillan Publishers,9
356,372,"Erich Maria Remarque, A.W. Wheen",All Quiet on the Western Front,Macmillan Publishers,4
357,40,Dr. Seuss,"Oh, The Places You'll Go!",HarperCollins,6
358,135,Khaled Hosseini,And the Mountains Echoed,Simon & Schuster,2
359,221,"Philip K. Dick, Roger Zelazny",Do Androids Dream of Electric Sheep?,HarperCollins,6
360,1787,"Charles Dickens, George Cruikshank, Philip Horne",Oliver Twist,HarperCollins,6
361,231,C.S. Lewis,The Screwtape Letters,Wiley,10
362,79,Stephanie Perkins,"Anna and the French Kiss (Anna and the French Kiss, #1)",HarperCollins,11
363,72,Dr. Seuss,How the Grinch Stole Christmas!,Wiley,9
364,72,"Alan Moore, David   Lloyd",V for Vendetta,Macmillan Publishers,1
365,38,David McCullough,John Adams,Penguin Random House,6
366,82,Dean Koontz,"Odd Thomas (Odd Thomas, #1)",Macmillan Publishers,5
367,55,Philip Pullman,"The Subtle Knife (His Dark Materials, #2)",Simon & Schuster,10
368,85,Jerry Spinelli,"Stargirl (Stargirl, #1)",Macmillan Publishers,3
369,76,Rick Riordan,"The Red Pyramid (Kane Chronicles, #1)",Wiley,9
370,130,Robert A. Heinlein,Stranger in a Strange Land,Hachette Livre,3
371,55,David Sedaris,Dress Your Family in Corduroy and Denim,Macmillan Publishers,8
372,197,"Roald Dahl, Quentin Blake",The BFG,HarperCollins,10
373,155,Bill Bryson,A Short History of Nearly Everything,Hachette Livre,4
374,1384,Jack London,The Call of the Wild,Pearson,2
375,88,James Dashner,"The Death Cure (Maze Runner, #3)",Oxford University Press,4
376,207,Neil Gaiman,Stardust,Wiley,2
377,93,Jhumpa Lahiri,The Namesake,Springer,8
378,99,Deborah Harkness,"A Discovery of Witches (All Souls Trilogy, #1)",Macmillan Publishers,5
379,232,"Haruki Murakami, Jay Rubin",Norwegian Wood,Wiley,6
380,54,Billie Letts,Where the Heart Is,Scholastic,9
381,86,"John Green, David Levithan","Will Grayson, Will Grayson",Springer,1
382,69,James Frey,A Million Little Pieces,Macmillan Publishers,5
383,93,Richelle Mead,"Frostbite (Vampire Academy, #2)",Scholastic,7
384,86,Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking,Springer,9
385,127,Scott O'Dell,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Penguin Random House,8
386,133,"Arthur Miller, Christopher Bigsby",The Crucible,Pearson,7
387,93,Gary Paulsen,"Hatchet (Brian's Saga, #1)",Penguin Random House,11
388,75,Brandon Sanderson,"The Final Empire (Mistborn, #1)",Wiley,2
389,1974,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",The Strange Case of Dr. Jekyll and Mr. Hyde,Scholastic,6
390,40,Dr. Seuss,The Lorax,Pearson,2
391,115,Jeff Kinney,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Macmillan Publishers,7
392,73,Sarah J. Maas,"Throne of Glass (Throne of Glass, #1)",Macmillan Publishers,10
393,88,Richelle Mead,"Shadow Kiss (Vampire Academy, #3)",Springer,7
394,371,Ernest Hemingway,For Whom the Bell Tolls,Scholastic,8
395,69,Jamie Ford,Hotel on the Corner of Bitter and Sweet,Springer,2
396,364,"Patrick Süskind, John E. Woods",Perfume: The Story of a Murderer,HarperCollins,11
397,61,Eric Schlosser,Fast Food Nation: The Dark Side of the All-American Meal,Macmillan Publishers,5
398,131,J.K. Rowling,The Tales of Beedle the Bard,Pearson,1
399,143,William Gibson,Neuromancer,Wiley,7
400,425,Ernest Hemingway,A Farewell to Arms,Hachette Livre,11
401,12,Edgar Allan Poe,The Tell-Tale Heart and Other Writings,Oxford University Press,3
402,1865,"Sun Tzu, Thomas Cleary",The Art of War,Oxford University Press,1
403,76,William Landay,Defending Jacob,Macmillan Publishers,5
404,112,Kurt Vonnegut Jr.,Breakfast of Champions,Oxford University Press,1
405,64,Betty Edwards,The New Drawing on the Right Side of the Brain,Wiley,4
406,77,Ann Patchett,Bel Canto,Oxford University Press,4
407,118,Jared Diamond,"Guns, Germs, and Steel: The Fates of Human Societies",Penguin Random House,8
408,94,Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,Penguin Random House,4
409,161,Chinua Achebe,"Things Fall Apart (The African Trilogy, #1)",Springer,11
410,99,Sophie Kinsella,The Undomestic Goddess,Macmillan Publishers,4
411,147,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,HarperCollins,11
412,1341,Alexandre Dumas,The Three Musketeers,Scholastic,10
413,82,Chris Cleave,Little Bee,Hachette Livre,8
414,78,Alyson Noel,"Evermore (The Immortals, #1)",Wiley,6
415,174,"Roald Dahl, Quentin Blake",The Witches,Oxford University Press,1
416,137,Diane Setterfield,The Thirteenth Tale,Oxford University Press,5
417,71,Richelle Mead,"Spirit Bound (Vampire Academy, #5)",Macmillan Publishers,12
418,76,Richelle Mead,"Blood Promise (Vampire Academy, #4)",Wiley,2
419,133,Nicholas Sparks,Message in a Bottle,Wiley,9
420,77,Paula McLain,The Paris Wife,Penguin Random House,12
421,76,J.K. Rowling,"Harry Potter Boxset (Harry Potter, #1-7)",Hachette Livre,4
422,84,Kiera Cass,"The Elite (The Selection, #2)",Wiley,10
423,428,"Umberto Eco, William Weaver, Seán Barrett",The Name of the Rose,Hachette Livre,4
424,92,"Beatrice Sparks, Anonymous",Go Ask Alice,HarperCollins,9
425,131,"John Kennedy Toole, Walker Percy",A Confederacy of Dunces,Springer,3
426,728,Oscar Wilde,The Importance of Being Earnest,Simon & Schuster,9
427,65,Rick Riordan,"The Mark of Athena (The Heroes of Olympus, #3)",HarperCollins,5
428,153,Terry Pratchett,"The Color of Magic (Discworld, #1; Rincewind #1)",Penguin Random House,12
429,157,"Haruki Murakami, Philip Gabriel",Kafka on the Shore,Springer,9
430,191,Thomas Harris,"Red Dragon (Hannibal Lecter, #1)",Scholastic,7
431,218,Isaac Asimov,"I, Robot (Robot #0.1)",Oxford University Press,3
432,73,J.R. Ward,"Dark Lover (Black Dagger Brotherhood, #1)",Simon & Schuster,8
433,73,Becca Fitzpatrick,"Crescendo (Hush, Hush, #2)",HarperCollins,2
434,82,Lauren Oliver,Before I Fall,Macmillan Publishers,11
435,168,Arundhati Roy,The God of Small Things,Penguin Random House,2
436,63,Sue Monk Kidd,The Invention of Wings,Macmillan Publishers,9
437,68,Liane Moriarty,What Alice Forgot,Oxford University Press,6
438,246,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",A Brief History of Time,Scholastic,11
439,140,Ken Follett,"Fall of Giants (The Century Trilogy, #1)",Simon & Schuster,8
440,110,Stephen King,Under the Dome,Penguin Random House,6
441,80,Neal Stephenson,Snow Crash,Simon & Schuster,5
442,61,Sarah Dessen,Just Listen,Macmillan Publishers,12
443,244,"A.A. Milne, Ernest H. Shepard","Winnie-the-Pooh (Winnie-the-Pooh, #1)",Springer,4
444,150,S.J. Watson,Before I Go to Sleep,Penguin Random House,2
445,1106,Arthur Conan Doyle,A Study in Scarlet,Hachette Livre,3
446,143,Christopher Paolini,"Brisingr (The Inheritance Cycle, #3)",Scholastic,7
447,149,Rick Warren,The Purpose Driven Life: What on Earth Am I Here for?,Simon & Schuster,6
448,80,"P.C. Cast, Kristin Cast","Betrayed (House of Night, #2)",Oxford University Press,8
449,75,Jim Butcher,"Storm Front (The Dresden Files, #1)",Pearson,2
450,122,"Jane Austen, Alfred MacAdam",Northanger Abbey,Penguin Random House,10
451,102,Rick Yancey,"The 5th Wave (The 5th Wave, #1)",Penguin Random House,12
452,97,Charles Frazier,Cold Mountain,Penguin Random House,4
453,41,"Laura Joffe Numeroff, Felicia Bond",If You Give a Mouse a Cookie,Oxford University Press,10
454,43,Emily Giffin,"Something Blue (Darcy & Rachel, #2)",Scholastic,6
455,109,Tennessee Williams,A Streetcar Named Desire,HarperCollins,4
456,129,Elizabeth Kostova,The Historian,Simon & Schuster,12
457,63,Emily St. John Mandel,Station Eleven,Scholastic,11
458,132,"Fredrik Backman, Henning Koch",A Man Called Ove,Penguin Random House,9
459,79,Cassandra Clare,"Clockwork Princess (The Infernal Devices, #3)",Pearson,9
460,210,Pearl S. Buck,"The Good Earth (House of Earth, #1)",Wiley,11
461,34,John Berger,Ways of Seeing,Scholastic,9
462,141,Diana Gabaldon,"Dragonfly in Amber (Outlander, #2)",Penguin Random House,9
463,1449,Anonymous,Holy Bible: King James Version,Springer,10
464,53,Jennifer Weiner,In Her Shoes,Macmillan Publishers,10
465,44,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",The Hobbit: Graphic Novel,HarperCollins,7
466,9,Junot Díaz,The Brief Wondrous Life of Oscar Wao,Scholastic,8
467,80,Zora Neale Hurston,Their Eyes Were Watching God,Wiley,7
468,123,"Newt Scamander, J.K. Rowling, Albus Dumbledore",Fantastic Beasts and Where to Find Them,Macmillan Publishers,8
469,129,"Malala Yousafzai, Christina Lamb",I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Simon & Schuster,10
470,1208,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Mansfield Park,Hachette Livre,7
471,187,Viktor E. Frankl,Man's Search for Meaning,Oxford University Press,2
472,78,Tana French,"In the Woods (Dublin Murder Squad, #1)",Springer,3
473,104,Richard Dawkins,The God Delusion,Springer,9
474,8,Gayle Forman,"Where She Went (If I Stay, #2)",Pearson,7
475,165,John Irving,The World According to Garp,Springer,6
476,127,Lee Child,"Killing Floor (Jack Reacher, #1)",HarperCollins,10
477,558,"Daniel Defoe, Gerald McCann, Virginia Woolf",Robinson Crusoe,Hachette Livre,11
478,1654,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",The Prince,Simon & Schuster,6
479,42,Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",Wiley,7
480,90,Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",Oxford University Press,8
481,46,Kathleen Grissom,The Kitchen House,Springer,2
482,125,J.D. Salinger,Franny and Zooey,Penguin Random House,6
483,84,Chuck Palahniuk,Choke,Springer,3
484,1072,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov,Pearson,10
485,69,Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",Scholastic,3
486,122,Michael Crichton,The Andromeda Strain,Wiley,3
487,162,Stephen King,The Green Mile,Penguin Random House,9
488,721,Kahlil Gibran,The Prophet,Penguin Random House,2
489,37,Art Spiegelman,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Macmillan Publishers,8
490,67,"P.C. Cast, Kristin Cast","Untamed (House of Night, #4)",Pearson,8
491,99,Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",Pearson,9
492,152,C.S. Lewis,Mere Christianity,HarperCollins,6
493,141,Donna Tartt,The Secret History,Scholastic,5
494,65,Dave Eggers,A Heartbreaking Work of Staggering Genius,Pearson,2
495,161,Jean M. Auel,"The Clan of the Cave Bear (Earth's Children, #1)",Scholastic,6
496,1033,Anna Sewell,Black Beauty,Springer,3
497,1017,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",War and Peace,HarperCollins,12
498,144,Bret Easton Ellis,American Psycho,Oxford University Press,11
499,125,Meg Cabot,"The Princess Diaries (The Princess Diaries, #1)",Pearson,2
500,108,Alexander McCall Smith,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Penguin Random House,9
501,36,"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 01: Days Gone Bye",Pearson,4
502,221,Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)",Wiley,2
503,63,Francine Rivers,Redeeming Love,Wiley,4
504,63,"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)",Simon & Schuster,8
505,94,Kiera Cass,"The One (The Selection, #3)",Pearson,11
506,78,Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Scholastic,9
507,57,Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,Simon & Schuster,7
508,90,Sophie Kinsella,Remember Me?,Springer,7
509,71,Robert Jordan,"The Great Hunt (Wheel of Time, #2)",Oxford University Press,12
510,129,Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)",Penguin Random House,3
511,34,Edgar Allan Poe,The Complete Stories and Poems,Springer,3
512,83,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Pearson,8
513,1235,Arthur Conan Doyle,The Adventures of Sherlock Holmes,Hachette Livre,4
514,80,Pat Conroy,The Prince of Tides,HarperCollins,4
515,80,Michael Chabon,The Amazing Adventures of Kavalier & Clay,HarperCollins,12
516,52,Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",Hachette Livre,4
517,1416,"J.M. Barrie, Michael Hague",Peter Pan,Simon & Schuster,5
518,78,Scott Westerfeld,"Pretties (Uglies, #2)",Scholastic,7
519,125,"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle,Wiley,9
520,123,Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Scholastic,12
521,113,David Mitchell,Cloud Atlas,Springer,2
522,56,Tim O'Brien,The Things They Carried,Simon & Schuster,7
523,15,Banksy,Wall and Piece,Wiley,2
524,76,Lauren Oliver,"Pandemonium (Delirium, #2)",Springer,10
525,95,Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)",Penguin Random House,4
526,97,Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",Pearson,11
527,62,Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",HarperCollins,1
528,1762,"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,Scholastic,9
529,805,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,Penguin Random House,3
530,601,"Unknown, Seamus Heaney",Beowulf,Macmillan Publishers,1
531,74,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,Hachette Livre,8
532,102,Harper Lee,Go Set a Watchman,Oxford University Press,5
533,47,David Sedaris,When You Are Engulfed in Flames,Simon & Schuster,8
534,89,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Simon & Schuster,4
535,84,Victoria Aveyard,"Red Queen (Red Queen, #1)",Pearson,3
536,92,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,Scholastic,10
537,76,John Berendt,Midnight in the Garden of Good and Evil,Macmillan Publishers,6
538,53,Colleen Hoover,"Hopeless (Hopeless, #1)",Wiley,7
539,11,"Frances Hodgson Burnett, Nancy Bond",A Little Princess,Penguin Random House,4
540,45,Sarah Dessen,The Truth About Forever,Simon & Schuster,1
541,280,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",Simon & Schuster,12
542,63,Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",Springer,7
543,146,"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",Penguin Random House,4
544,383,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,Simon & Schuster,8
545,181,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Springer,1
546,1167,"H.G. Wells, Arthur C. Clarke",The War of the Worlds,Oxford University Press,11
547,75,Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",Oxford University Press,1
548,58,Don Freeman,Corduroy,Oxford University Press,7
549,54,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,Hachette Livre,5
550,95,Kate Atkinson,Life After Life,Macmillan Publishers,10
551,93,Nicholas Sparks,The Rescue,HarperCollins,3
552,135,Stephen King,Needful Things,Oxford University Press,9
553,105,Diana Gabaldon,"Voyager (Outlander, #3)",Springer,7
554,3,"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",Pearson,3
555,143,Stephen King,Cujo,Simon & Schuster,5
556,102,Jeffrey Eugenides,The Virgin Suicides,Macmillan Publishers,3
557,88,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",Scholastic,10
558,918,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,Simon & Schuster,9
559,1682,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,Macmillan Publishers,9
560,82,"Norton Juster, Jules Feiffer",The Phantom Tollbooth,Pearson,1
561,48,Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",Scholastic,2
562,90,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",Pearson,2
563,32,Ned Vizzini,It's Kind of a Funny Story,Springer,6
564,60,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",Pearson,5
565,94,Jojo Moyes,"After You (Me Before You, #2)",HarperCollins,1
566,90,Vanessa Diffenbaugh,The Language of Flowers,Pearson,9
567,71,"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",Hachette Livre,9
568,96,James Patterson,"The Angel Experiment (Maximum Ride, #1)",Hachette Livre,5
569,136,Nick Hornby,High Fidelity,Macmillan Publishers,4
570,88,Nicholas Sparks,The Guardian,Macmillan Publishers,12
571,109,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",Oxford University Press,7
572,202,John Gray,"Men Are from Mars, Women Are from Venus",Scholastic,8
573,78,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,Penguin Random House,5
574,124,Michael Crichton,Timeline,HarperCollins,3
575,1039,Voltaire,Candide,Oxford University Press,10
576,127,Natalie Babbitt,Tuck Everlasting,HarperCollins,8
577,156,"Stephen King, Marie Milpois",Christine,Simon & Schuster,5
578,44,P.D. Eastman,Are You My Mother?,Simon & Schuster,2
579,102,E.H. Gombrich,The Story of Art,Simon & Schuster,4
580,64,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",Penguin Random House,5
581,185,Robert T. Kiyosaki,"Rich Dad, Poor Dad",Oxford University Press,1
582,65,Becca Fitzpatrick,"Silence (Hush, Hush, #3)",Macmillan Publishers,12
583,67,Lev Grossman,The Magicians (The Magicians #1),Oxford University Press,8
584,44,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",Springer,10
585,65,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",HarperCollins,10
586,107,Jonathan Safran Foer,Everything Is Illuminated,Springer,7
587,101,Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",Macmillan Publishers,5
588,53,Tammara Webber,"Easy (Contours of the Heart, #1)",Simon & Schuster,9
589,1240,"Charles Dickens, Jeremy Tambling",David Copperfield,Pearson,5
590,67,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,Wiley,11
591,586,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,Oxford University Press,5
592,157,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",Macmillan Publishers,10
593,77,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,Hachette Livre,6
594,82,John Knowles,A Separate Peace,Oxford University Press,4
595,117,John Grisham,The Rainmaker,Simon & Schuster,3
596,1887,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,Pearson,3
597,108,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",Simon & Schuster,6
